rec_type, var_name, deployment_code, model, serial_number, time_deployment, time_recovery, variable_name, variable_dims, variable_shape, variable_type, variable_value, attribute_name, attribute_type, attribute_value
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE37SMP,13257,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1190.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE37SMP,13257,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1190.00"
GLOBAL,,,SBE37SMP,13262,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE37SMP,13262,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,2000.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE37SMP,13262,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"2000.00"
GLOBAL,,,SBE37SMP,20262,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE37SMP,20262,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,135.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE37SMP,20262,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"135.00"
GLOBAL,,,SBE37SMP,20269,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE37SMP,20269,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,170.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE37SMP,20269,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"170.00"
GLOBAL,,,SBE37SMP,20273,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE37SMP,20273,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,200.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE37SMP,20273,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"200.00"
GLOBAL,,,SBE37SMP,6263,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE37SMP,6263,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,250.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE37SMP,6263,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"250.00"
GLOBAL,,,SBE37SMP,6268,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE37SMP,6268,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,300.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE37SMP,6268,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"300.00"
GLOBAL,,,SBE37SMP,7904,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE37SMP,7904,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,485.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE37SMP,7904,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"485.00"
GLOBAL,,,SBE37SMP,8295,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE37SMP,8295,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE37SMP,8295,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,SBE37SMP,9180,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE37SMP,9180,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,100.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE37SMP,9180,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"100.00"
GLOBAL,,,SBE37SMP,9906,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE37SMP,9906,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,3080.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE37SMP,9906,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"3080.00"
GLOBAL,,,SBE39,4680,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE39,4680,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,350.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE39,4680,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"350.00"
GLOBAL,,,SBE39,4688,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE39,4688,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1000.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE39,4688,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1000.00"
GLOBAL,,,SBE39,6278,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE39,6278,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,800.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE39,6278,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"800.00"
GLOBAL,,,SBE39,6281,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE39,6281,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE39,6281,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,SBE39plus,39p-8663,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE39plus,39p-8663,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,400.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE39plus,39p-8663,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"400.00"
GLOBAL,,,Starmon mini,T-3989,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,Starmon mini,T-3989,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1300.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,Starmon mini,T-3989,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1300.00"
GLOBAL,,,Starmon mini,T-3990,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,Starmon mini,T-3990,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1750.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,Starmon mini,T-3990,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1750.00"
GLOBAL,,,Sable,300234062647350,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,Sable,300234062647350,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,Sable,300234062647350,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,XMF-11K,170,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,XMF-11K,170,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,XMF-11K,170,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,ACR8242XS,35506,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,ACR8242XS,35506,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,4256.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,ACR8242XS,35506,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"4256.00"
GLOBAL,,,ACR8242XS,52628,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,ACR8242XS,52628,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,4256.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,ACR8242XS,52628,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"4256.00"
GLOBAL,,,IBCN-3,300434061136890,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,IBCN-3,300434061136890,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,IBCN-3,300434061136890,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5006 (AQD 9892),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,Aquadopp DW 2Mhz,A6L-5006 (AQD 9892),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1190.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,Aquadopp DW 2Mhz,A6L-5006 (AQD 9892),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1190.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5007 (AQD 9895),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,Aquadopp DW 2Mhz,A6L-5007 (AQD 9895),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,2000.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,Aquadopp DW 2Mhz,A6L-5007 (AQD 9895),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"2000.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5013 (AQD 9898),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,Aquadopp DW 2Mhz,A6L-5013 (AQD 9898),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,4180.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,Aquadopp DW 2Mhz,A6L-5013 (AQD 9898),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"4180.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5060 (AQD 9896),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,Aquadopp DW 2Mhz,A6L-5060 (AQD 9896),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,3000.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,Aquadopp DW 2Mhz,A6L-5060 (AQD 9896),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"3000.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5064 (AQD 9894),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,Aquadopp DW 2Mhz,A6L-5064 (AQD 9894),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,Aquadopp DW 2Mhz,A6L-5064 (AQD 9894),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,WHLS150-I-2,23601,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,WHLS150-I-2,23601,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,WHLS150-I-2,23601,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,WHLS75-I-2,16374,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,WHLS75-I-2,16374,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,WHLS75-I-2,16374,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,WHLS75-I-2,16429,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,WHLS75-I-2,16429,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,650.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,WHLS75-I-2,16429,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"650.00"
GLOBAL,,,SBE37SMP,13086,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,13086,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,610.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,13086,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"610.00"
GLOBAL,,,SBE37SMP,13258,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,13258,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1190.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,13258,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1190.00"
GLOBAL,,,SBE37SMP,13264,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,13264,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,2000.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,13264,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"2000.00"
GLOBAL,,,SBE37SMP,20263,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,20263,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,135.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,20263,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"135.00"
GLOBAL,,,SBE37SMP,20270,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,20270,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,170.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,20270,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"170.00"
GLOBAL,,,SBE37SMP,20274,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,20274,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,200.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,20274,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"200.00"
GLOBAL,,,SBE37SMP,5721,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,5721,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,4180.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,5721,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"4180.00"
GLOBAL,,,SBE37SMP,6264,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,6264,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,250.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,6264,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"250.00"
GLOBAL,,,SBE37SMP,7893,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,7893,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,300.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,7893,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"300.00"
GLOBAL,,,SBE37SMP,9181,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,9181,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,100.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,9181,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"100.00"
GLOBAL,,,SBE37SMP,9192,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,9192,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,485.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,9192,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"485.00"
GLOBAL,,,SBE37SMP,9336,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,9336,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,9336,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,SBE37SMP,9896,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE37SMP,9896,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,3000.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE37SMP,9896,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"3000.00"
GLOBAL,,,SBE39,4681,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE39,4681,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,350.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE39,4681,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"350.00"
GLOBAL,,,SBE39,4684,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE39,4684,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,800.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE39,4684,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"800.00"
GLOBAL,,,SBE39,4689,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE39,4689,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1000.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE39,4689,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1000.00"
GLOBAL,,,SBE39,6282,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE39,6282,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE39,6282,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,SBE39plus,39p-8664,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,SBE39plus,39p-8664,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,400.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,SBE39plus,39p-8664,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"400.00"
GLOBAL,,,Starmon mini,T-3991,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,Starmon mini,T-3991,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1300.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,Starmon mini,T-3991,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1300.00"
GLOBAL,,,Starmon mini,T-3992,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,Starmon mini,T-3992,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1750.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,Starmon mini,T-3992,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1750.00"
GLOBAL,,,Sable,300234062646370,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,Sable,300234062646370,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,Sable,300234062646370,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,XMF-11K,770,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-05-2019,XMF-11K,770,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 4200-05-2019,XMF-11K,770,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,ACR8242XS,35969,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4700-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-05-2019,ACR8242XS,35969,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,4767.00,,,""
GLOBAL,,EAC-EAC 4700-05-2019,ACR8242XS,35969,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"4767.00"
GLOBAL,,,ACR8242XS ,34061,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4700-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-05-2019,ACR8242XS ,34061,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,4767.00,,,""
GLOBAL,,EAC-EAC 4700-05-2019,ACR8242XS ,34061,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"4767.00"
GLOBAL,,,IBCN-3,300434061232000,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4700-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-05-2019,IBCN-3,300434061232000,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 4700-05-2019,IBCN-3,300434061232000,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-4891 (AQD 9872),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4700-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-05-2019,Aquadopp DW 2Mhz,A6L-4891 (AQD 9872),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1000.00,,,""
GLOBAL,,EAC-EAC 4700-05-2019,Aquadopp DW 2Mhz,A6L-4891 (AQD 9872),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1000.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5008 (AQD 9889),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4700-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-05-2019,Aquadopp DW 2Mhz,A6L-5008 (AQD 9889),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,2000.00,,,""
GLOBAL,,EAC-EAC 4700-05-2019,Aquadopp DW 2Mhz,A6L-5008 (AQD 9889),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"2000.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5009 (AQD 9890),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 4700-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 4700-05-2019,Aquadopp DW 2Mhz,A6L-5009 (AQD 9890),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,3200.00,,,""
GLOBAL,,EAC-EAC 4700-05-2019,Aquadopp DW 2Mhz,A6L-5009 (AQD 9890),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"3200.00"
