rec_type, var_name, deployment_code, model, serial_number, time_deployment, time_recovery, variable_name, variable_dims, variable_shape, variable_type, variable_value, attribute_name, attribute_type, attribute_value
GLOBAL,,EAC-EAC 3200-04-2018,WHLS150-I-1,17959,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,WHLS75-I-2,14292,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,WHLS75-I-2,14292,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,WHLS75-I-2,14292,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,WHLS75-I-2,24475,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,WHLS75-I-2,24475,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,650.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,WHLS75-I-2,24475,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"650.00"
GLOBAL,,,SBE37SMP,11401,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE37SMP,11401,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,200.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE37SMP,11401,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"200.00"
GLOBAL,,,SBE37SMP,13082,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE37SMP,13082,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,2005.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE37SMP,13082,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"2005.00"
GLOBAL,,,SBE37SMP,15132,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE37SMP,15132,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,485.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE37SMP,15132,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"485.00"
GLOBAL,,,SBE37SMP,15883,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE37SMP,15883,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,610.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE37SMP,15883,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"610.00"
GLOBAL,,,SBE37SMP,7897,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE37SMP,7897,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,3080.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE37SMP,7897,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"3080.00"
GLOBAL,,,SBE37SMP,9184,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE37SMP,9184,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,300.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE37SMP,9184,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"300.00"
GLOBAL,,,SBE37SMP,9187,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE37SMP,9187,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1190.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE37SMP,9187,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1190.00"
GLOBAL,,,SBE37SMP,9340,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE37SMP,9340,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE37SMP,9340,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,SBE37SMP,9897,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE37SMP,9897,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,80.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE37SMP,9897,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"80.00"
GLOBAL,,,SBE37SMP,9907,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE37SMP,9907,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,135.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE37SMP,9907,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"135.00"
GLOBAL,,,SBE39,3916,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE39,3916,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,100.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE39,3916,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"100.00"
GLOBAL,,,SBE39,4169,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE39,4169,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,250.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE39,4169,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"250.00"
GLOBAL,,,SBE39,4171,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE39,4171,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1000.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE39,4171,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1000.00"
GLOBAL,,,SBE39,4326,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE39,4326,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,350.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE39,4326,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"350.00"
GLOBAL,,,SBE39plus,39p-8436,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE39plus,39p-8436,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,60.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE39plus,39p-8436,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"60.00"
GLOBAL,,,SBE39plus,39p-8516,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE39plus,39p-8516,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,800.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE39plus,39p-8516,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"800.00"
GLOBAL,,,SBE39plus,39p-8517,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,SBE39plus,39p-8517,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,SBE39plus,39p-8517,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,Starmon mini,T-4008,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,Starmon mini,T-4008,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,170.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,Starmon mini,T-4008,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"170.00"
GLOBAL,,,Starmon mini,T-4010,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,Starmon mini,T-4010,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,400.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,Starmon mini,T-4010,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"400.00"
GLOBAL,,,Starmon mini,T-4011,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,Starmon mini,T-4011,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1300.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,Starmon mini,T-4011,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1300.00"
GLOBAL,,,Starmon mini,T-4012,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,Starmon mini,T-4012,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1750.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,Starmon mini,T-4012,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1750.00"
GLOBAL,,,Sable,300034012727770,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,Sable,300034012727770,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,Sable,300034012727770,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,XMF-11K,633,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 3200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-04-2018,XMF-11K,633,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 3200-04-2018,XMF-11K,633,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,ACR8242XS ,35719,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,ACR8242XS ,35719,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,4256.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,ACR8242XS ,35719,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"4256.00"
GLOBAL,,,ACR8242XS ,36497,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,ACR8242XS ,36497,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,4256.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,ACR8242XS ,36497,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"4256.00"
GLOBAL,,,IBCN-3,300434061136880,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,IBCN-3,300434061136880,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,IBCN-3,300434061136880,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-3656 (AQD 5937),2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,Aquadopp DW 2Mhz,A6L-3656 (AQD 5937),2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1195.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,Aquadopp DW 2Mhz,A6L-3656 (AQD 5937),2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1195.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-3661 (AQD 5908),2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,Aquadopp DW 2Mhz,A6L-3661 (AQD 5908),2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,Aquadopp DW 2Mhz,A6L-3661 (AQD 5908),2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-4864 (AQD 9840),2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,Aquadopp DW 2Mhz,A6L-4864 (AQD 9840),2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,2005.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,Aquadopp DW 2Mhz,A6L-4864 (AQD 9840),2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"2005.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-4865 (AQD 9841),2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,Aquadopp DW 2Mhz,A6L-4865 (AQD 9841),2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,3010.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,Aquadopp DW 2Mhz,A6L-4865 (AQD 9841),2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"3010.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-4869 (AQD 9496),2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,Aquadopp DW 2Mhz,A6L-4869 (AQD 9496),2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,4180.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,Aquadopp DW 2Mhz,A6L-4869 (AQD 9496),2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"4180.00"
GLOBAL,,,WHLS150-I-1,22801,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,WHLS150-I-1,22801,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,WHLS150-I-1,22801,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,WHLS75-I-2,14345,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,WHLS75-I-2,14345,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,WHLS75-I-2,14345,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,WHLS75-I-2,24659,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,WHLS75-I-2,24659,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,650.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,WHLS75-I-2,24659,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"650.00"
GLOBAL,,,SBE37SMP,11405,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE37SMP,11405,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,200.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE37SMP,11405,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"200.00"
GLOBAL,,,SBE37SMP,15133,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE37SMP,15133,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,485.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE37SMP,15133,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"485.00"
GLOBAL,,,SBE37SMP,15884,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE37SMP,15884,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,610.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE37SMP,15884,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"610.00"
GLOBAL,,,SBE37SMP,7898,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE37SMP,7898,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,3005.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE37SMP,7898,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"3005.00"
GLOBAL,,,SBE37SMP,9185,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE37SMP,9185,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,300.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE37SMP,9185,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"300.00"
GLOBAL,,,SBE37SMP,9188,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE37SMP,9188,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,2010.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE37SMP,9188,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"2010.00"
GLOBAL,,,SBE37SMP,9189,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE37SMP,9189,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1190.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE37SMP,9189,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1190.00"
GLOBAL,,,SBE37SMP,9190,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE37SMP,9190,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,4180.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE37SMP,9190,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"4180.00"
GLOBAL,,,SBE37SMP,9341,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE37SMP,9341,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE37SMP,9341,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,SBE37SMP,9898,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE37SMP,9898,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,80.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE37SMP,9898,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"80.00"
GLOBAL,,,SBE37SMP,9908,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE37SMP,9908,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,135.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE37SMP,9908,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"135.00"
GLOBAL,,,SBE39,4197,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE39,4197,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,250.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE39,4197,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"250.00"
GLOBAL,,,SBE39,4199,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE39,4199,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,350.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE39,4199,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"350.00"
GLOBAL,,,SBE39,4201,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE39,4201,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,800.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE39,4201,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"800.00"
GLOBAL,,,SBE39,4500,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE39,4500,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1000.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE39,4500,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1000.00"
GLOBAL,,,SBE39,4596,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE39,4596,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,100.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE39,4596,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"100.00"
GLOBAL,,,SBE39plus,39p-8518,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE39plus,39p-8518,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,60.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE39plus,39p-8518,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"60.00"
GLOBAL,,,SBE39plus,39p-8519,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,SBE39plus,39p-8519,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,SBE39plus,39p-8519,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,Starmon mini,T-3995,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,Starmon mini,T-3995,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1300.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,Starmon mini,T-3995,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1300.00"
GLOBAL,,,Starmon mini,T-4013,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,Starmon mini,T-4013,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,170.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,Starmon mini,T-4013,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"170.00"
GLOBAL,,,Starmon mini,T-4015,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,Starmon mini,T-4015,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,400.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,Starmon mini,T-4015,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"400.00"
GLOBAL,,,Starmon mini,T-4023,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,Starmon mini,T-4023,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,1750.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,Starmon mini,T-4023,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"1750.00"
GLOBAL,,,Sable,300234063641330,2018-04-01,2019-10-01,,"","",,,deployment_code,str,"EAC-EAC 4200-04-2018"
VAR,NOMINAL_DEPTH,EAC-EAC 4200-04-2018,Sable,300234063641330,2018-04-01,2019-10-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 4200-04-2018,Sable,300234063641330,2018-04-01,2019-10-01,,"","",,,instrument_nominal_depth,float64,"40.00"
